holdingId,derivCat,counterpartyName,counterpartyLei,unrealizedAppr,refInstType,refIssuerName,refIssueTitle,refCusip,refIsin,refTicker,swapFlag,terminationDt,notionalAmt,swapCurCd,recFixedOrFloating,recDesc,pmntFixedOrFloating,pmntFloatingRtIndex,pmntPmntAmt,pmntCurCdLeg,pmntRateTenor,pmntRateUnit
464287184-TRS-12/01/27-L-CANT,SWP,Cantor Fitzgerald & Co.,5493004J7H4GCPG6OB62,-199252.10,otherRefInst,ISHARES CHINA LARGE-CAP ETF,ISHARES CHINA LARGE-CAP ETF,464287184,US4642871846,FXI,Y,2027-12-01,2590353.28,USD,Other,Total return of iShares China Large-Cap ETF,Floating,USD-SOFR,2590353.28,USD,Month,3
