holdingId,name,lei,title,cusip,isin,ticker,balance,units,curCd,valUSD,pctVal,payoffProfile,assetCat,issuerCat,invCountry,isRestrictedSec,fairValLevel,isCashCollateral,isNonCashCollateral,isLoanByFund,issuerConditionalDesc,otherDesc,otherValue
620076307-TRS-12/01/27-L-CANT,N/A,N/A,"MOTOROLA SOLUTIONS, INC.-SWAP-CANT-L",N/A,,620076307-TRS-12/01/27-L-CANT,1,NC,USD,14174.02,5.36,Long,DE,OTHER,US,N,2,N,N,N,N/A,USER DEFINED,620076307-TRS-12/01/27-L-CANT
FGXXX,First American Government Obli,549300R5MYM6VZF1RM44,First American Government Obligations Fund,31846V336,US31846V3362,FGXXX,26008.00000000,NS,USD,26008.00,9.84,Long,STIV,RF,US,N,1,N,N,N,,,
