holdingId,name,lei,title,cusip,isin,ticker,balance,units,curCd,valUSD,pctVal,payoffProfile,assetCat,issuerCat,invCountry,isRestrictedSec,fairValLevel,isCashCollateral,isNonCashCollateral,isLoanByFund,otherDesc,otherValue
SPY-C144.74-20270430,SPY 04/30/2027 144.74 C,N/A,SPY 04/30/2027 144.74 C,N/A,,SPY-C144.74-20270430,65.0,NC,USD,3855864.93,80.41,Long,DE,CORP,US,N,2,N,N,N,USER DEFINED,SPY-C144.74-20270430
SPY-C770.75-20270430,SPY 04/30/2027 770.75 C,N/A,SPY 04/30/2027 770.75 C,N/A,,SPY-C770.75-20270430,65.0,NC,USD,-257058.70,-5.36,Short,DE,CORP,US,N,2,N,N,N,USER DEFINED,SPY-C770.75-20270430
SPY-P723.71-20270430,SPY 04/30/2027 723.71 P,N/A,SPY 04/30/2027 723.71 P,N/A,,SPY-P723.71-20270430,65.0,NC,USD,228548.03,4.77,Long,DE,CORP,US,N,2,N,N,N,USER DEFINED,SPY-P723.71-20270430
91282CMY4,United States Treasury Note/Bo,254900HROIFWPRGM1V77,United States Treasury Note/Bond 3.75% 04/30/2027,91282CMY4,US91282CMY48,,834000.00000000,PA,USD,831983.78,17.35,Long,DBT,UST,US,N,2,N,N,N,,
FGXXX,First American Government Obli,549300R5MYM6VZF1RM44,First American Government Obligations Fund,31846V336,US31846V3362,FGXXX,131947.99000000,NS,USD,131947.99,2.75,Long,STIV,RF,US,N,1,N,N,N,,
