holdingId,derivCat,counterpartyName,counterpartyLei,unrealizedAppr,refInstType,refIssuerName,refIssueTitle,refCusip,refIsin,refTicker,swapFlag,terminationDt,notionalAmt,swapCurCd,recFixedOrFloating,recDesc,pmntFixedOrFloating,pmntFloatingRtIndex,pmntPmntAmt,pmntCurCdLeg,pmntRateTenor,pmntRateUnit
922042858-TRS-07/07/27-L-CLST,SWP,Clear Street LLC,549300KNQS43Y7TO3X67,-17817.91,otherRefInst,VANGUARD EMERGING MARKETS STOCK INDEX FUND,VANGUARD EMERGING MARKETS STOCK INDEX FUND,922042858,US9220428588,VWO,Y,2027-07-07,921524.19,USD,Other,Total return of Vanguard FTSE Emerging Markets,Floating,USD-SOFR,921524.19,USD,Month,3
