holdingId,name,lei,title,cusip,isin,ticker,balance,units,curCd,valUSD,pctVal,payoffProfile,assetCat,issuerCat,invCountry,isRestrictedSec,fairValLevel,isCashCollateral,isNonCashCollateral,isLoanByFund,issuerConditionalDesc,otherDesc,otherValue
683344105-TRS-12/01/27-L-CANT,N/A,N/A,ONTO INNOVATION INC.-SWAP-CANT-L,N/A,,683344105-TRS-12/01/27-L-CANT,1,NC,USD,9961.58,3.83,N/A,DE,OTHER,US,N,2,N,N,N,N/A,USER DEFINED,683344105-TRS-12/01/27-L-CANT
FGXXX,First American Government Obli,549300R5MYM6VZF1RM44,First American Government Obligations Fund,31846V336,US31846V3362,FGXXX,25275.00000000,NS,USD,25275.00,9.72,Long,STIV,RF,US,N,1,N,N,N,,,
