holdingId,name,lei,title,cusip,isin,ticker,balance,units,curCd,valUSD,pctVal,payoffProfile,assetCat,issuerCat,invCountry,isRestrictedSec,fairValLevel,isCashCollateral,isNonCashCollateral,isLoanByFund,issuerConditionalDesc,otherDesc,otherValue
464286400-TRS-12/01/27-L-CANT,N/A,N/A,ISHARES MSCI BRAZIL ETF-SWAP-CANT-L,N/A,,464286400-TRS-12/01/27-L-CANT,1,NC,USD,-21333.21,-6.30,N/A,DE,OTHER,US,N,2,N,N,N,N/A,USER DEFINED,464286400-TRS-12/01/27-L-CANT
FGXXX,First American Government Obli,549300R5MYM6VZF1RM44,First American Government Obligations Fund,31846V336,US31846V3362,FGXXX,45267.01000000,NS,USD,45267.01,13.37,Long,STIV,RF,US,N,1,N,N,N,,,
