holdingId,derivCat,counterpartyName,counterpartyLei,unrealizedAppr,refInstType,refIssuerName,refIssueTitle,refCusip,refIsin,refTicker,swapFlag,terminationDt,notionalAmt,swapCurCd,recFixedOrFloating,recDesc,pmntFixedOrFloating,pmntFloatingRtIndex,pmntPmntAmt,pmntCurCdLeg,pmntRateTenor,pmntRateUnit
86333M108-TRS-12/01/27-L-CANT,SWP,Cantor Fitzgerald & Co.,5493004J7H4GCPG6OB62,10947.52,otherRefInst,"STRIDE, INC.","STRIDE, INC.",86333M108,US86333M1080,LRN,Y,2027-12-01,522005.55,USD,Other,Total return of Stride Inc,Floating,USD-SOFR,522005.55,USD,Month,3
