Account,bbgid,rawTicker,name,lei,title,cusip,isin,ticker,invCountry,assetCat,issuerCat,derivCat,counterpartyName,counterpartyLei,putOrCall,writtenOrPur,exercisePrice,exercisePriceCurCd,expDt,delta,refInstType,refIndexName,refIndexIdentifier,swapFlag,terminationDt,notionalAmt,swapCurCd,unrealizedAppr,valUSD,pctVal,recFixedOrFloating,recDesc,pmntFixedOrFloating,pmntFloatingRtIndex,pmntFloatingRtSpread,pmntPmntAmt,pmntCurCdLeg,pmntRateTenor,pmntRateUnit,refIssuerName,refIssueTitle,refCusip,refIsin,refTicker,maturityDt,couponKind,annualizedRt,isDefault,areIntrstPmntsInArrs,isPaidKind
XLUX,81369Y886 Equity,81369Y886-TRS-07/07/27-L-CLST,N/A,N/A,STATE STREET UTILITIES SELECT SECTOR SPDR ETF-SWAP-CLST-L,81369Y886-TRS-07/07/27-L-CLST,,81369Y886-TRS-07/07/27-L-CLST,US,DE,OTHER,SWP,Clear Street LLC,549300KNQS43Y7TO3X67,,,,,,,otherRefInst,,,Y,2027-07-07,1081666.08,USD,28384.99,28384.99,5.24,Other,Total return of State Street Utilities Select,Floating,USD-SOFR,,1081666.08,USD,Month,3,State Street Utilities Select,ST SR UTL SL SE SPDR ETF-USD,81369Y886,US81369Y8865,XLU,,,,,,
XLUX,FGXXX US Equity,FGXXX,First American Government Obli,549300R5MYM6VZF1RM44,First American Government Obligations Fund,31846V336,US31846V3362,FGXXX,US,STIV,RF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
