holdingId,name,lei,title,cusip,isin,ticker,balance,units,curCd,valUSD,pctVal,payoffProfile,assetCat,issuerCat,invCountry,isRestrictedSec,fairValLevel,isCashCollateral,isNonCashCollateral,isLoanByFund,otherDesc,otherValue
SPY-C143.73-20270430,SPY 04/30/2027 143.73 C,N/A,SPY 04/30/2027 143.73 C,N/A,,SPY-C143.73-20270430,68.0,NC,USD,4040466.30,81.24,Long,DE,CORP,US,N,2,N,N,N,USER DEFINED,SPY-C143.73-20270430
SPY-C797.71-20270430,SPY 04/30/2027 797.71 C,N/A,SPY 04/30/2027 797.71 C,N/A,,SPY-C797.71-20270430,68.0,NC,USD,-181477.09,-3.65,Short,DE,CORP,US,N,2,N,N,N,USER DEFINED,SPY-C797.71-20270430
SPY-P610.86-20270430,SPY 04/30/2027 610.86 P,N/A,SPY 04/30/2027 610.86 P,N/A,,SPY-P610.86-20270430,68.0,NC,USD,-97415.08,-1.96,Short,DE,CORP,US,N,2,N,N,N,USER DEFINED,SPY-P610.86-20270430
SPY-P718.66-20270430,SPY 04/30/2027 718.66 P,N/A,SPY 04/30/2027 718.66 P,N/A,,SPY-P718.66-20270430,68.0,NC,USD,229683.21,4.62,Long,DE,CORP,US,N,2,N,N,N,USER DEFINED,SPY-P718.66-20270430
912828ZN3,United States Treasury Note/Bo,254900HROIFWPRGM1V77,United States Treasury Note/Bond 0.5% 04/30/2027,912828ZN3,US912828ZN34,,885000.00000000,PA,USD,859096.07,17.27,Long,DBT,UST,US,N,2,N,N,N,,
FGXXX,First American Government Obli,549300R5MYM6VZF1RM44,First American Government Obligations Fund,31846V336,US31846V3362,FGXXX,122937.37000000,NS,USD,122937.37,2.47,Long,STIV,RF,US,N,1,N,N,N,,
