holdingId,derivCat,counterpartyName,counterpartyLei,unrealizedAppr,putOrCall,writtenOrPur,shareNo,exercisePrice,exercisePriceCurCd,expDt,delta,refInstType,refIndexName,refIndexIdentifier
SPY-C143.73-20270430,OPT,The Options Clearing Corporation,549300CII6SLYGKNHA04,114059.23,Call,Purchased,N/A,143.73,USD,2027-04-30,N/A,indexBasket,S&P 500 Index,SPX
SPY-C797.71-20270430,OPT,The Options Clearing Corporation,549300CII6SLYGKNHA04,-32057.37,Call,Written,N/A,797.71,USD,2027-04-30,N/A,indexBasket,S&P 500 Index,SPX
SPY-P610.86-20270430,OPT,The Options Clearing Corporation,549300CII6SLYGKNHA04,15636.76,Put,Written,N/A,610.86,USD,2027-04-30,N/A,indexBasket,S&P 500 Index,SPX
SPY-P718.66-20270430,OPT,The Options Clearing Corporation,549300CII6SLYGKNHA04,2550.14,Put,Purchased,N/A,718.66,USD,2027-04-30,N/A,indexBasket,S&P 500 Index,SPX
