holdingId,name,lei,title,cusip,isin,ticker,balance,units,curCd,valUSD,pctVal,payoffProfile,assetCat,issuerCat,invCountry,isRestrictedSec,fairValLevel,isCashCollateral,isNonCashCollateral,isLoanByFund
ABSI,Absci Corp,N/A,Absci Corp,00091E109,US00091E1091,ABSI,2387.00000000,NS,USD,24049.03,1.50,Long,EC,CORP,US,N,1,N,N,N
ADPT,Adaptive Biotechnologies Corp,549300ZTF7OT1FW66Q96,Adaptive Biotechnologies Corp,00650F109,US00650F1093,ADPT,1298.00000000,NS,USD,25103.32,1.56,Long,EC,CORP,US,N,1,N,N,N
ALNY,Alnylam Pharmaceuticals Inc,529900S3ZI14OWRJII50,Alnylam Pharmaceuticals Inc,02043Q107,US02043Q1076,ALNY,220.00000000,NS,USD,64693.20,4.03,Long,EC,CORP,US,N,1,N,N,N
ARCT,Arcturus Therapeutics Holdings,N/A,Arcturus Therapeutics Holdings Inc,03969T109,US03969T1097,ARCT,792.00000000,NS,USD,5551.92,0.35,Long,EC,CORP,US,N,1,N,N,N
ARWR,Arrowhead Pharmaceuticals Inc,549300O3CSB8T7OZ3D66,Arrowhead Pharmaceuticals Inc,04280A100,US04280A1007,ARWR,451.00000000,NS,USD,35994.31,2.24,Long,EC,CORP,US,N,1,N,N,N
AZTA,Azenta Inc,35ZN6X1ANPH25YN32Y17,Azenta Inc,114340102,US1143401024,AZTA,495.00000000,NS,USD,11810.70,0.74,Long,EC,CORP,US,N,1,N,N,N
BDSX,Biodesix Inc,N/A,Biodesix Inc,09075X207,US09075X2071,BDSX,462.00000000,NS,USD,8625.54,0.54,Long,EC,CORP,US,N,1,N,N,N
BEAM,Beam Therapeutics Inc,N/A,Beam Therapeutics Inc,07373V105,US07373V1052,BEAM,704.00000000,NS,USD,23865.60,1.49,Long,EC,CORP,US,N,1,N,N,N
BMRN,BioMarin Pharmaceutical Inc,NSLL8ITTRR0J5HEMR848,BioMarin Pharmaceutical Inc,09061G101,US09061G1013,BMRN,693.00000000,NS,USD,39729.69,2.47,Long,EC,CORP,US,N,1,N,N,N
CAI,Caris Life Sciences Inc,549300LX5LO78M5VPY43,Caris Life Sciences Inc,142152107,US1421521071,CAI,880.00000000,NS,USD,15972.00,0.99,Long,EC,CORP,US,N,1,N,N,N
CDNA,CareDx Inc,549300NQOFKL9NON0U06,CareDx Inc,14167L103,US14167L1035,CDNA,594.00000000,NS,USD,16115.22,1.00,Long,EC,CORP,US,N,1,N,N,N
CERT,Certara Inc,N/A,Certara Inc,15687V109,US15687V1098,CERT,1815.00000000,NS,USD,9855.45,0.61,Long,EC,CORP,US,N,1,N,N,N
CRBU,Caribou Biosciences Inc,N/A,Caribou Biosciences Inc,142038108,US1420381089,CRBU,3058.00000000,NS,USD,5076.28,0.32,Long,EC,CORP,US,N,1,N,N,N
CRSP,CRISPR Therapeutics AG,506700O6IRRIQLT3W370,CRISPR Therapeutics AG,N/A,CH0334081137,CRSP,517.00000000,NS,USD,27685.35,1.72,Long,EC,CORP,CH,N,1,N,N,N
CSTL,Castle Biosciences Inc,2549007M2Q4HLR1XD252,Castle Biosciences Inc,14843C105,US14843C1053,CSTL,462.00000000,NS,USD,10219.44,0.64,Long,EC,CORP,US,N,1,N,N,N
DTIL,Precision BioSciences Inc,549300I5QGRS3BLHZH41,Precision BioSciences Inc,74019P207,US74019P2074,DTIL,825.00000000,NS,USD,5560.50,0.35,Long,EC,CORP,US,N,1,N,N,N
EDIT,Editas Medicine Inc,5299000AON4Q9NT2JE42,Editas Medicine Inc,28106W103,US28106W1036,EDIT,2574.00000000,NS,USD,7207.20,0.45,Long,EC,CORP,US,N,1,N,N,N
FDMT,4D Molecular Therapeutics Inc,N/A,4D Molecular Therapeutics Inc,35104E100,US35104E1001,FDMT,1045.00000000,NS,USD,12142.90,0.76,Long,EC,CORP,US,N,1,N,N,N
FGXXX,First American Government Obli,549300R5MYM6VZF1RM44,First American Government Obligations Fund,31846V336,US31846V3362,FGXXX,20316.41000000,NS,USD,20316.41,1.27,Long,STIV,RF,US,N,1,N,N,N
FLGT,Fulgent Genetics Inc,549300CL6P01M68QJ404,Fulgent Genetics Inc,359664109,US3596641098,FLGT,517.00000000,NS,USD,9890.21,0.62,Long,EC,CORP,US,N,1,N,N,N
GENB,Generate Biomedicines Inc,N/A,Generate Biomedicines Inc,370920100,US3709201004,GENB,924.00000000,NS,USD,14996.52,0.93,Long,EC,CORP,US,N,1,N,N,N
GH,Guardant Health Inc,254900M8C3E5VC8BR186,Guardant Health Inc,40131M109,US40131M1099,GH,429.00000000,NS,USD,58755.84,3.66,Long,EC,CORP,US,N,1,N,N,N
GMAB,Genmab A/S,529900MTJPDPE4MHJ122,Genmab A/S,372303206,US3723032062,GMAB,1672.00000000,NS,USD,43246.28,2.69,Long,EC,CORP,DK,N,1,N,N,N
GRAL,GRAIL Inc,2549009XSNESW3VE8024,GRAIL Inc,384747101,US3847471014,GRAL,330.00000000,NS,USD,21311.40,1.33,Long,EC,CORP,US,N,1,N,N,N
IDYA,Ideaya Biosciences Inc,549300ULW08F62IJML11,Ideaya Biosciences Inc,45166A102,US45166A1025,IDYA,682.00000000,NS,USD,24742.96,1.54,Long,EC,CORP,US,N,1,N,N,N
ILMN,Illumina Inc,SQ95QG8SR5Q56LSNF682,Illumina Inc,452327109,US4523271090,ILMN,363.00000000,NS,USD,63557.67,3.96,Long,EC,CORP,US,N,1,N,N,N
INCY,Incyte Corp,549300Z4WN6JVZ3T4680,Incyte Corp,45337C102,US45337C1027,INCY,462.00000000,NS,USD,50108.52,3.12,Long,EC,CORP,US,N,1,N,N,N
IONS,Ionis Pharmaceuticals Inc,549300SI4ZGLG0BLUZ92,Ionis Pharmaceuticals Inc,462222100,US4622221004,IONS,528.00000000,NS,USD,40402.56,2.52,Long,EC,CORP,US,N,1,N,N,N
IOVA,Iovance Biotherapeutics Inc,2549002L8WT2ACU5Q878,Iovance Biotherapeutics Inc,462260100,US4622601007,IOVA,4477.00000000,NS,USD,19027.25,1.19,Long,EC,CORP,US,N,1,N,N,N
KRYS,Krystal Biotech Inc,549300YONUY68210OE41,Krystal Biotech Inc,501147102,US5011471027,KRYS,110.00000000,NS,USD,38239.30,2.38,Long,EC,CORP,US,N,1,N,N,N
LAB,STANDARD BIOTOOLS INC,549300GX8Y96GSB6YP89,STANDARD BIOTOOLS INC,34385P108,US34385P1084,LAB,8547.00000000,NS,USD,6435.89,0.40,Long,EC,CORP,US,N,1,N,N,N
MRNA,Moderna Inc,549300EI6OKH5K5Q2G38,Moderna Inc,60770K107,US60770K1079,MRNA,913.00000000,NS,USD,55163.46,3.44,Long,EC,CORP,US,N,1,N,N,N
MYGN,Myriad Genetics Inc,52990044IHUOUMETT163,Myriad Genetics Inc,62855J104,US62855J1043,MYGN,1925.00000000,NS,USD,10048.50,0.63,Long,EC,CORP,US,N,1,N,N,N
NEO,NeoGenomics Inc,254900KXWYZIKXNFT521,NeoGenomics Inc,64049M209,US64049M2098,NEO,1606.00000000,NS,USD,20717.40,1.29,Long,EC,CORP,US,N,1,N,N,N
NRIX,Nurix Therapeutics Inc,N/A,Nurix Therapeutics Inc,67080M103,US67080M1036,NRIX,990.00000000,NS,USD,19107.00,1.19,Long,EC,CORP,US,N,1,N,N,N
NTLA,Intellia Therapeutics Inc,5493002T5BCPE5DZC723,Intellia Therapeutics Inc,45826J105,US45826J1051,NTLA,1177.00000000,NS,USD,18243.50,1.14,Long,EC,CORP,US,N,1,N,N,N
NUVL,Nuvalent Inc,529900RZ62O2T6LNQS60,Nuvalent Inc,670703107,US6707031075,NUVL,264.00000000,NS,USD,32625.12,2.03,Long,EC,CORP,US,N,1,N,N,N
PACB,Pacific Biosciences of Califor,529900F1BWRE1M0KZN89,Pacific Biosciences of California Inc,69404D108,US69404D1081,PACB,5852.00000000,NS,USD,8426.88,0.52,Long,EC,CORP,US,N,1,N,N,N
PRME,Prime Medicine Inc,N/A,Prime Medicine Inc,74168J101,US74168J1016,PRME,2387.00000000,NS,USD,7447.44,0.46,Long,EC,CORP,US,N,1,N,N,N
PSNL,Personalis Inc,549300EZ2NYFK7H0US48,Personalis Inc,71535D106,US71535D1063,PSNL,1562.00000000,NS,USD,17744.32,1.11,Long,EC,CORP,US,N,1,N,N,N
QGEN,QIAGEN NV,54930036WK3GMCN17Z57,QIAGEN NV,N/A,NL0015002SN0,QGEN,858.00000000,NS,USD,33230.34,2.07,Long,EC,CORP,NL,N,1,N,N,N
QURE,uniQure NV,724500RPCTZLFYJZ3S98,uniQure NV,N/A,NL0010696654,QURE,748.00000000,NS,USD,36539.80,2.28,Long,EC,CORP,NL,N,1,N,N,N
RARE,Ultragenyx Pharmaceutical Inc,529900EV44GVDN1DCX77,Ultragenyx Pharmaceutical Inc,90400D108,US90400D1081,RARE,748.00000000,NS,USD,21774.28,1.36,Long,EC,CORP,US,N,1,N,N,N
RCKT,Rocket Pharmaceuticals Inc,549300R7VV82YUIN4Y93,Rocket Pharmaceuticals Inc,77313F106,US77313F1066,RCKT,2343.00000000,NS,USD,7731.90,0.48,Long,EC,CORP,US,N,1,N,N,N
RLAY,Relay Therapeutics Inc,N/A,Relay Therapeutics Inc,75943R102,US75943R1023,RLAY,1111.00000000,NS,USD,20020.22,1.25,Long,EC,CORP,US,N,1,N,N,N
RVMD,Revolution Medicines Inc,549300JU3X0LBCQ65892,Revolution Medicines Inc,76155X100,US76155X1000,RVMD,341.00000000,NS,USD,57891.57,3.61,Long,EC,CORP,US,N,1,N,N,N
RXRX,Recursion Pharmaceuticals Inc,N/A,Recursion Pharmaceuticals Inc,75629V104,US75629V1044,RXRX,4664.00000000,NS,USD,15064.72,0.94,Long,EC,CORP,US,N,1,N,N,N
SDGR,Schrodinger Inc/United States,984500044BAE4791E559,Schrodinger Inc/United States,80810D103,US80810D1037,SDGR,1001.00000000,NS,USD,15345.33,0.96,Long,EC,CORP,US,N,1,N,N,N
SLDB,Solid Biosciences Inc,N/A,Solid Biosciences Inc,83422E204,US83422E2046,SLDB,1397.00000000,NS,USD,12922.25,0.80,Long,EC,CORP,US,N,1,N,N,N
SOPH,Sophia Genetics SA,506700H1GPU9GGM8W895,Sophia Genetics SA,N/A,CH1125843347,SOPH,1551.00000000,NS,USD,8561.52,0.53,Long,EC,CORP,CH,N,1,N,N,N
SRPT,Sarepta Therapeutics Inc,549300IKDPIED8J8IG21,Sarepta Therapeutics Inc,803607100,US8036071004,SRPT,924.00000000,NS,USD,15426.18,0.96,Long,EC,CORP,US,N,1,N,N,N
