holdingId,maturityDt,couponKind,annualizedRt,isDefault,areIntrstPmntsInArrs,isPaidKind
91282CJR1,2028-02-15,Fixed,4.0,N,N,N
91282CFS5,2030-01-31,Fixed,3.5,N,N,N
