holdingId,name,lei,title,cusip,isin,ticker,balance,units,curCd,valUSD,pctVal,payoffProfile,assetCat,issuerCat,invCountry,isRestrictedSec,fairValLevel,isCashCollateral,isNonCashCollateral,isLoanByFund,issuerConditionalDesc,otherDesc,otherValue
92189F676-TRS-07/07/27-L-CLST,N/A,N/A,VANECK SEMICONDUCTOR ETF-SWAP-CLST-L,N/A,,92189F676-TRS-07/07/27-L-CLST,1,NC,USD,3177.97,0.55,N/A,DE,OTHER,US,N,2,N,N,N,N/A,USER DEFINED,92189F676-TRS-07/07/27-L-CLST
FGXXX,First American Government Obli,549300R5MYM6VZF1RM44,First American Government Obligations Fund,31846V336,US31846V3362,FGXXX,161828.49000000,NS,USD,161828.49,28.03,Long,STIV,RF,US,N,1,N,N,N,,,
