holdingId,name,lei,title,cusip,isin,ticker,balance,units,curCd,valUSD,pctVal,payoffProfile,assetCat,issuerCat,invCountry,isRestrictedSec,fairValLevel,isCashCollateral,isNonCashCollateral,isLoanByFund
AMTM,Amentum Holdings Inc,2549009FJIBLW40CU216,Amentum Holdings Inc,023939101,US0239391016,AMTM,729.00000000,NS,USD,14857.02,0.46,Long,EC,CORP,US,N,1,N,N,N
ATI,ATI Inc,ZW1LRE7C3H17O2ZN9B45,ATI Inc,01741R102,US01741R1023,ATI,270.00000000,NS,USD,53349.30,1.66,Long,EC,CORP,US,N,1,N,N,N
AVAV,AeroVironment Inc,529900PGHVI29YLZ6221,AeroVironment Inc,008073108,US0080731088,AVAV,135.00000000,NS,USD,19194.30,0.60,Long,EC,CORP,US,N,1,N,N,N
BAH,Booz Allen Hamilton Holding Co,529900JPV47PIUWMA015,Booz Allen Hamilton Holding Corp,099502106,US0995021062,BAH,378.00000000,NS,USD,23693.04,0.74,Long,EC,CORP,US,N,1,N,N,N
BKR,Baker Hughes Co,N/A,Baker Hughes Co,05722G100,US05722G1004,BKR,1134.00000000,NS,USD,63934.92,1.98,Long,EC,CORP,US,N,1,N,N,N
BWXT,BWX Technologies Inc,549300NP85N265KWMS58,BWX Technologies Inc,05605H100,US05605H1005,BWXT,189.00000000,NS,USD,38867.85,1.21,Long,EC,CORP,US,N,1,N,N,N
CACI,CACI International Inc,SYRPI2D1O9WRTS2WX210,CACI International Inc,127190304,US1271903049,CACI,54.00000000,NS,USD,24950.16,0.77,Long,EC,CORP,US,N,1,N,N,N
CDRE,Cadre Holdings Inc,2549006IKQEWJ8M7CB97,Cadre Holdings Inc,12763L105,US12763L1052,CDRE,297.00000000,NS,USD,8538.75,0.27,Long,EC,CORP,US,N,1,N,N,N
COP,ConocoPhillips,WPTL2Z3FIYTHSP5V2253,ConocoPhillips,20825C104,US20825C1045,COP,1080.00000000,NS,USD,115473.60,3.58,Long,EC,CORP,US,N,1,N,N,N
CVX,Chevron Corp,N/A,Chevron Corp,166764100,US1667641005,CVX,1107.00000000,NS,USD,189795.15,5.89,Long,EC,CORP,US,N,1,N,N,N
DRS,Leonardo DRS Inc,549300HMMEWVG3PPQU18,Leonardo DRS Inc,52661A108,US52661A1088,DRS,432.00000000,NS,USD,19306.08,0.60,Long,EC,CORP,US,N,1,N,N,N
DVN,Devon Energy Corp,54930042348RKR3ZPN35,Devon Energy Corp,25179M103,US25179M1036,DVN,1134.00000000,NS,USD,48467.16,1.50,Long,EC,CORP,US,N,1,N,N,N
EOG,EOG Resources Inc,XWTZDRYZPBUHIQBKDB46,EOG Resources Inc,26875P101,US26875P1012,EOG,675.00000000,NS,USD,90753.75,2.82,Long,EC,CORP,US,N,1,N,N,N
EQT,EQT Corp,4NT01YGM4X7ZX86ISY52,EQT Corp,26884L109,US26884L1098,EQT,1053.00000000,NS,USD,54208.44,1.68,Long,EC,CORP,US,N,1,N,N,N
FANG,Diamondback Energy Inc,549300R22LSX6OHWEN64,Diamondback Energy Inc,25278X109,US25278X1090,FANG,324.00000000,NS,USD,59447.52,1.85,Long,EC,CORP,US,N,1,N,N,N
FGXXX,First American Government Obli,549300R5MYM6VZF1RM44,First American Government Obligations Fund,31846V336,US31846V3362,FGXXX,59244.74000000,NS,USD,59244.74,1.84,Long,STIV,RF,US,N,1,N,N,N
GD,General Dynamics Corp,9C1X8XOOTYY2FNYTVH06,General Dynamics Corp,369550108,US3695501086,GD,297.00000000,NS,USD,102263.04,3.17,Long,EC,CORP,US,N,1,N,N,N
HAL,Halliburton Co,ENYF8GB5SMQZ25S06U51,Halliburton Co,406216101,US4062161017,HAL,1323.00000000,NS,USD,44849.70,1.39,Long,EC,CORP,US,N,1,N,N,N
HII,Huntington Ingalls Industries ,5TZLZ6WJTBVJ0QWBG121,Huntington Ingalls Industries Inc,446413106,US4464131063,HII,108.00000000,NS,USD,30198.96,0.94,Long,EC,CORP,US,N,1,N,N,N
HP,Helmerich & Payne Inc,254900NAOGHJ88RZ4C73,Helmerich & Payne Inc,423452101,US4234521015,HP,432.00000000,NS,USD,14152.32,0.44,Long,EC,CORP,US,N,1,N,N,N
HWM,Howmet Aerospace Inc,549300HO5WFZUT5N2T22,Howmet Aerospace Inc,443201108,US4432011082,HWM,405.00000000,NS,USD,111804.30,3.47,Long,EC,CORP,US,N,1,N,N,N
HXL,Hexcel Corp,S6Q7LW43WUBUHXY2QP69,Hexcel Corp,428291108,US4282911084,HXL,270.00000000,NS,USD,25779.60,0.80,Long,EC,CORP,US,N,1,N,N,N
KMI,Kinder Morgan Inc,549300WR7IX8XE0TBO16,Kinder Morgan Inc,49456B101,US49456B1017,KMI,2538.00000000,NS,USD,82713.42,2.57,Long,EC,CORP,US,N,1,N,N,N
KRMN,Karman Holdings Inc,529900O0VTB7GNU1Z532,Karman Holdings Inc,485924104,US4859241048,KRMN,405.00000000,NS,USD,18160.20,0.56,Long,EC,CORP,US,N,1,N,N,N
KTOS,Kratos Defense & Security Solu,5493000EKBN0UY1F3F88,Kratos Defense & Security Solutions Inc,50077B207,US50077B2079,KTOS,567.00000000,NS,USD,27187.65,0.84,Long,EC,CORP,US,N,1,N,N,N
LBRT,Liberty Energy Inc,254900PKFJW6RILDCM60,Liberty Energy Inc,53115L104,US53115L1044,LBRT,621.00000000,NS,USD,16276.41,0.51,Long,EC,CORP,US,N,1,N,N,N
LDOS,Leidos Holdings Inc,549300IUTGTP6EJP8124,Leidos Holdings Inc,525327102,US5253271028,LDOS,297.00000000,NS,USD,30983.04,0.96,Long,EC,CORP,US,N,1,N,N,N
LMT,Lockheed Martin Corp,DPRBOZP0K5RM2YE8UU08,Lockheed Martin Corp,539830109,US5398301094,LMT,243.00000000,NS,USD,119468.52,3.71,Long,EC,CORP,US,N,1,N,N,N
LNG,Cheniere Energy Inc,MIHC87W9WTYSYZWV1J40,Cheniere Energy Inc,16411R208,US16411R2085,LNG,297.00000000,NS,USD,68565.42,2.13,Long,EC,CORP,US,N,1,N,N,N
LOAR,Loar Holdings Inc,N/A,Loar Holdings Inc,53947R105,US53947R1059,LOAR,270.00000000,NS,USD,19926.00,0.62,Long,EC,CORP,US,N,1,N,N,N
MOG/A,Moog Inc,549300WM2I4U7OBAHG07,Moog Inc,615394202,US6153942023,MOG/A,81.00000000,NS,USD,32796.90,1.02,Long,EC,CORP,US,N,1,N,N,N
MPC,Marathon Petroleum Corp,3BNYRYQHD39K4LCKQF12,Marathon Petroleum Corp,56585A102,US56585A1025,MPC,378.00000000,NS,USD,93180.78,2.89,Long,EC,CORP,US,N,1,N,N,N
MRCY,Mercury Systems Inc,549300P3B84SGK7HH679,Mercury Systems Inc,589378108,US5893781089,MRCY,243.00000000,NS,USD,25515.00,0.79,Long,EC,CORP,US,N,1,N,N,N
MTDR,Matador Resources Co,549300CI3Q2UUK5R4G79,Matador Resources Co,576485205,US5764852050,MTDR,432.00000000,NS,USD,21638.88,0.67,Long,EC,CORP,US,N,1,N,N,N
NPK,National Presto Industries Inc,N/A,National Presto Industries Inc,637215104,US6372151042,NPK,54.00000000,NS,USD,6803.46,0.21,Long,EC,CORP,US,N,1,N,N,N
OKE,ONEOK Inc,2T3D6M0JSY48PSZI1Q41,ONEOK Inc,682680103,US6826801036,OKE,864.00000000,NS,USD,75435.84,2.34,Long,EC,CORP,US,N,1,N,N,N
OLN,Olin Corp,549300GKK294V7W57P06,Olin Corp,680665205,US6806652052,OLN,648.00000000,NS,USD,13601.52,0.42,Long,EC,CORP,US,N,1,N,N,N
ONDS,Ondas Inc,549300JWLHDUB82V8607,Ondas Inc,68236H204,US68236H2040,ONDS,1836.00000000,NS,USD,14100.48,0.44,Long,EC,CORP,US,N,1,N,N,N
OXY,Occidental Petroleum Corp,IM7X0T3ECJW4C1T7ON55,Occidental Petroleum Corp,674599105,US6745991058,OXY,1188.00000000,NS,USD,60694.92,1.88,Long,EC,CORP,US,N,1,N,N,N
PLTR,Palantir Technologies Inc,549300UVN46B3BBDHO85,Palantir Technologies Inc,69608A108,US69608A1088,PLTR,1161.00000000,NS,USD,131773.50,4.09,Long,EC,CORP,US,N,1,N,N,N
PR,Permian Resources Corp,N/A,Permian Resources Corp,71424F105,US71424F1057,PR,1944.00000000,NS,USD,36352.80,1.13,Long,EC,CORP,US,N,1,N,N,N
PSX,Phillips 66,5493005JBO5YSIGK1814,Phillips 66,718546104,US7185461040,PSX,540.00000000,NS,USD,91065.60,2.83,Long,EC,CORP,US,N,1,N,N,N
PTEN,Patterson-UTI Energy Inc,254900XGFBKIXD6G0697,Patterson-UTI Energy Inc,703481101,US7034811015,PTEN,1674.00000000,NS,USD,15936.48,0.49,Long,EC,CORP,US,N,1,N,N,N
RCAT,Red Cat Holdings Inc,5493005OGSQW28V2PY05,Red Cat Holdings Inc,75644T100,US75644T1007,RCAT,918.00000000,NS,USD,8574.12,0.27,Long,EC,CORP,US,N,1,N,N,N
RKLB,Rocket Lab Corp,254900LNRW7906KUMM93,Rocket Lab Corp,773121108,US7731211089,RKLB,756.00000000,NS,USD,64569.96,2.00,Long,EC,CORP,US,N,1,N,N,N
RTX,RTX Corp,I07WOS4YJ0N7YRFE7309,RTX Corp,75513E101,US75513E1010,RTX,945.00000000,NS,USD,174881.70,5.43,Long,EC,CORP,US,N,1,N,N,N
SAIC,Science Applications Internati,549300LZPNZIXQGZPZ48,Science Applications International Corp,808625107,US8086251076,SAIC,216.00000000,NS,USD,23429.52,0.73,Long,EC,CORP,US,N,1,N,N,N
SLB,SLB Ltd,213800ZUA17OK3QLGM62,SLB Ltd,806857108,AN8068571086,SLB,1566.00000000,NS,USD,72991.26,2.27,Long,EC,CORP,US,N,1,N,N,N
SWBI,Smith & Wesson Brands Inc,5493004PFHUPOR1PWN79,Smith & Wesson Brands Inc,831754106,US8317541063,SWBI,486.00000000,NS,USD,7834.32,0.24,Long,EC,CORP,US,N,1,N,N,N
TDG,TransDigm Group Inc,N/A,TransDigm Group Inc,893641100,US8936411003,TDG,54.00000000,NS,USD,71424.18,2.22,Long,EC,CORP,US,N,1,N,N,N
TRGP,Targa Resources Corp,5493003QENHHS261UR94,Targa Resources Corp,87612G101,US87612G1013,TRGP,297.00000000,NS,USD,79097.04,2.46,Long,EC,CORP,US,N,1,N,N,N
VG,Venture Global Inc,2549007XC91CAB3E0N98,Venture Global Inc,92333F101,US92333F1012,VG,1134.00000000,NS,USD,11918.34,0.37,Long,EC,CORP,US,N,1,N,N,N
VLO,Valero Energy Corp,549300XTO5VR8SKV1V74,Valero Energy Corp,91913Y100,US91913Y1001,VLO,378.00000000,NS,USD,91638.54,2.84,Long,EC,CORP,US,N,1,N,N,N
VVX,V2X Inc,N/A,V2X Inc,92242T101,US92242T1016,VVX,216.00000000,NS,USD,16422.48,0.51,Long,EC,CORP,US,N,1,N,N,N
WFRD,Weatherford International PLC,529900LPBDSCQDJKHQ39,Weatherford International PLC,N/A,IE00BLNN3691,WFRD,216.00000000,NS,USD,18249.84,0.57,Long,EC,CORP,US,N,1,N,N,N
WMB,Williams Cos Inc/The,D71FAKCBLFS2O0RBPG08,Williams Cos Inc/The,969457100,US9694571004,WMB,1323.00000000,NS,USD,100376.01,3.12,Long,EC,CORP,US,N,1,N,N,N
XOM,Exxon Mobil Corp,J3WHBG0MTS7O8ZVMDC91,Exxon Mobil Corp,30231G102,US30233Q1085,XOM,1917.00000000,NS,USD,262437.30,8.15,Long,EC,CORP,US,N,1,N,N,N
