holdingId,name,lei,title,cusip,isin,ticker,balance,units,curCd,valUSD,pctVal,payoffProfile,assetCat,issuerCat,invCountry,isRestrictedSec,fairValLevel,isCashCollateral,isNonCashCollateral,isLoanByFund,issuerConditionalDesc,otherDesc,otherValue
172755100-TRS-12/01/27-L-CANT,N/A,N/A,"CIRRUS LOGIC, INC.-SWAP-CANT-L",N/A,,172755100-TRS-12/01/27-L-CANT,1,NC,USD,-450.29,-0.18,Long,DE,OTHER,US,N,2,N,N,N,N/A,USER DEFINED,172755100-TRS-12/01/27-L-CANT
FGXXX,First American Government Obli,549300R5MYM6VZF1RM44,First American Government Obligations Fund,31846V336,US31846V3362,FGXXX,24295.00000000,NS,USD,24295.00,9.73,Long,STIV,RF,US,N,1,N,N,N,,,
