holdingId,name,lei,title,cusip,isin,ticker,balance,units,curCd,valUSD,pctVal,payoffProfile,assetCat,issuerCat,invCountry,isRestrictedSec,fairValLevel,isCashCollateral,isNonCashCollateral,isLoanByFund,issuerConditionalDesc,otherDesc,otherValue
922908736-TRS-07/07/27-L-CLST,N/A,N/A,VANGUARD GROWTH INDEX FUND ETF SHARES-SWAP-CLST-L,N/A,,922908736-TRS-07/07/27-L-CLST,1,NC,USD,-47004.84,-8.76,Long,DE,OTHER,US,N,2,N,N,N,N/A,USER DEFINED,922908736-TRS-07/07/27-L-CLST
FGXXX,First American Government Obli,549300R5MYM6VZF1RM44,First American Government Obligations Fund,31846V336,US31846V3362,FGXXX,222908.07000000,NS,USD,222908.07,41.55,Long,STIV,RF,US,N,1,N,N,N,,,
