holdingId,derivCat,counterpartyName,counterpartyLei,unrealizedAppr,refInstType,refIssuerName,refIssueTitle,refCusip,refIsin,refTicker,swapFlag,terminationDt,notionalAmt,swapCurCd,recFixedOrFloating,recDesc,pmntFixedOrFloating,pmntFloatingRtIndex,pmntPmntAmt,pmntCurCdLeg,pmntRateTenor,pmntRateUnit
46434G772-TRS-07/05/27-L-MREX,SWP,Marex Capital Markets Inc.,5493006BWPDUCYG6EQ34,34044.50,otherRefInst,ISHARES MSCI TAIWAN ETF,ISHARES MSCI TAIWAN ETF,46434G772,US46434G7723,EWT,Y,2027-07-05,1160297.60,USD,Other,Total return of iShares MSCI Taiwan ETF,Floating,USD-SOFR,1160297.60,USD,Month,3
