Account,bbgid,rawTicker,name,lei,title,cusip,isin,ticker,invCountry,assetCat,issuerCat,derivCat,counterpartyName,counterpartyLei,putOrCall,writtenOrPur,exercisePrice,exercisePriceCurCd,expDt,delta,refInstType,refIndexName,refIndexIdentifier,swapFlag,terminationDt,notionalAmt,swapCurCd,unrealizedAppr,valUSD,pctVal,recFixedOrFloating,recDesc,pmntFixedOrFloating,pmntFloatingRtIndex,pmntFloatingRtSpread,pmntPmntAmt,pmntCurCdLeg,pmntRateTenor,pmntRateUnit,refIssuerName,refIssueTitle,refCusip,refIsin,refTicker,maturityDt,couponKind,annualizedRt,isDefault,areIntrstPmntsInArrs,isPaidKind
XLYX,81369Y407 Equity,81369Y407-TRS-07/07/27-L-CLST,N/A,N/A,STATE STREET CONSUMER DISCRETIONARY SELECT SECTOR SPDR ETF-SWAP-CLST-L,81369Y407-TRS-07/07/27-L-CLST,,81369Y407-TRS-07/07/27-L-CLST,US,DE,OTHER,SWP,Clear Street LLC,549300KNQS43Y7TO3X67,,,,,,,otherRefInst,,,Y,2027-07-07,714124.42,USD,-10229.85,-10229.85,-2.86,Other,Total return of State Street Consumer Discreti,Floating,USD-SOFR,,714124.42,USD,Month,3,State Street Consumer Discreti,SS CONSUMER DISC SELECT SECT,81369Y407,US81369Y4070,XLY,,,,,,
XLYX,FGXXX US Equity,FGXXX,First American Government Obli,549300R5MYM6VZF1RM44,First American Government Obligations Fund,31846V336,US31846V3362,FGXXX,US,STIV,RF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
