holdingId,name,lei,title,cusip,isin,ticker,balance,units,curCd,valUSD,pctVal,payoffProfile,assetCat,issuerCat,invCountry,isRestrictedSec,fairValLevel,isCashCollateral,isNonCashCollateral,isLoanByFund,issuerConditionalDesc,otherDesc,otherValue
922908769-TRS-07/07/27-L-CLST,N/A,N/A,VANGUARD TOTAL STOCK MARKET INDEX FUND ETF SHARES-SWAP-CLST-L,N/A,,922908769-TRS-07/07/27-L-CLST,1,NC,USD,-14192.64,-3.03,N/A,DE,OTHER,US,N,2,N,N,N,N/A,USER DEFINED,922908769-TRS-07/07/27-L-CLST
FGXXX,First American Government Obli,549300R5MYM6VZF1RM44,First American Government Obligations Fund,31846V336,US31846V3362,FGXXX,186080.85000000,NS,USD,186080.85,39.74,Long,STIV,RF,US,N,1,N,N,N,,,
