holdingId,name,lei,title,cusip,isin,ticker,balance,units,curCd,valUSD,pctVal,payoffProfile,assetCat,issuerCat,invCountry,isRestrictedSec,fairValLevel,isCashCollateral,isNonCashCollateral,isLoanByFund,issuerConditionalDesc,otherDesc,otherValue
464288869-TRS-07/05/27-L-MREX,N/A,N/A,ISHARES MICRO-CAP ETF-SWAP-MREX-L,N/A,,464288869-TRS-07/05/27-L-MREX,1,NC,USD,44658.31,11.92,N/A,DE,OTHER,US,N,2,N,N,N,N/A,USER DEFINED,464288869-TRS-07/05/27-L-MREX
FGXXX,First American Government Obli,549300R5MYM6VZF1RM44,First American Government Obligations Fund,31846V336,US31846V3362,FGXXX,152173.60000000,NS,USD,152173.60,40.61,Long,STIV,RF,US,N,1,N,N,N,,,
