check,fund,source_a,value_a,source_b,value_b,diff,flag
flow:mon3Redemption,QJN,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon1Sales,QMY,TB@20260624,125000.00,AP_orders,0.00,125000.00,REVIEW
flow:mon1Redemption,QMY,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon2Sales,QMY,TB@20260624,5056842.50,AP_orders,5181842.50,-125000.00,
flow:mon2Redemption,QMY,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon3Sales,QMY,TB@20260624,131338.50,AP_orders,131338.50,0.00,
flow:mon3Redemption,QMY,TB@20260624,657652.50,AP_orders,657652.50,0.00,
flow:mon1Sales,QQJN,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon1Redemption,QQJN,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon2Sales,QQJN,TB@20260624,250000.00,AP_orders,0.00,250000.00,REVIEW
flow:mon2Redemption,QQJN,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon3Sales,QQJN,TB@20260624,994876.00,AP_orders,1244876.00,-250000.00,REVIEW
flow:mon3Redemption,QQJN,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon1Sales,QQMY,TB@20260624,25.00,AP_orders,1000000.00,-999975.00,REVIEW
flow:mon1Redemption,QQMY,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon2Sales,QQMY,TB@20260624,5402170.00,AP_orders,4402195.00,999975.00,REVIEW
flow:mon2Redemption,QQMY,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon3Sales,QQMY,TB@20260624,514538.00,AP_orders,514538.00,0.00,
flow:mon3Redemption,QQMY,TB@20260624,651987.50,AP_orders,651987.50,0.00,
flow:mon1Sales,RCKZ,TB@20260624,125000.00,AP_orders,0.00,125000.00,REVIEW
flow:mon1Redemption,RCKZ,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon2Sales,RCKZ,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon2Redemption,RCKZ,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon3Sales,RCKZ,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon3Redemption,RCKZ,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon1Sales,RKX,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon1Redemption,RKX,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon2Sales,RKX,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon2Redemption,RKX,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon3Sales,RKX,TB@20260624,250025.00,AP_orders,0.00,250025.00,REVIEW
flow:mon3Redemption,RKX,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon1Sales,RMBC,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon1Redemption,RMBC,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon2Sales,RMBC,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon2Redemption,RMBC,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon3Sales,RMBC,TB@20260624,250000.00,AP_orders,250000.00,0.00,
flow:mon3Redemption,RMBC,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon1Sales,SAMX,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon1Redemption,SAMX,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon2Sales,SAMX,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon2Redemption,SAMX,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon3Sales,SAMX,TB@20260624,250000.00,AP_orders,0.00,250000.00,REVIEW
flow:mon3Redemption,SAMX,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon1Sales,SCJN,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon1Redemption,SCJN,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon2Sales,SCJN,TB@20260624,250000.00,AP_orders,0.00,250000.00,REVIEW
flow:mon2Redemption,SCJN,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon3Sales,SCJN,TB@20260624,750000.00,AP_orders,1000000.00,-250000.00,REVIEW
flow:mon3Redemption,SCJN,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon1Sales,SCMY,TB@20260624,125000.00,AP_orders,0.00,125000.00,REVIEW
flow:mon1Redemption,SCMY,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon2Sales,SCMY,TB@20260624,5026994.00,AP_orders,5151994.00,-125000.00,
flow:mon2Redemption,SCMY,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon3Sales,SCMY,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon3Redemption,SCMY,TB@20260624,509398.00,AP_orders,509398.00,0.00,
flow:mon1Sales,SIMX,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon1Redemption,SIMX,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon2Sales,SIMX,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon2Redemption,SIMX,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon3Sales,SIMX,TB@20260624,250000.00,AP_orders,250000.00,0.00,
flow:mon3Redemption,SIMX,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon1Sales,SK,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon1Redemption,SK,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon2Sales,SK,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon2Redemption,SK,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon3Sales,SK,TB@20260624,250000.00,AP_orders,0.00,250000.00,REVIEW
flow:mon3Redemption,SK,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon1Sales,SMCC,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon1Redemption,SMCC,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon2Sales,SMCC,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon2Redemption,SMCC,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon3Sales,SMCC,TB@20260624,250000.00,AP_orders,0.00,250000.00,REVIEW
flow:mon3Redemption,SMCC,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon1Sales,SNDC,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon1Redemption,SNDC,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon2Sales,SNDC,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon2Redemption,SNDC,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon3Sales,SNDC,TB@20260624,250000.00,AP_orders,0.00,250000.00,REVIEW
flow:mon3Redemption,SNDC,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon1Sales,STYL,TB@20260624,125000.00,AP_orders,0.00,125000.00,REVIEW
flow:mon1Redemption,STYL,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon2Sales,STYL,TB@20260624,1289168.50,AP_orders,1414168.50,-125000.00,REVIEW
flow:mon2Redemption,STYL,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon3Sales,STYL,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon3Redemption,STYL,TB@20260624,0.00,AP_orders,258888.00,-258888.00,REVIEW
flow:mon1Sales,TAJX,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon1Redemption,TAJX,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon2Sales,TAJX,TB@20260624,250000.00,AP_orders,0.00,250000.00,REVIEW
flow:mon2Redemption,TAJX,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon3Sales,TAJX,TB@20260624,361272.00,AP_orders,611272.00,-250000.00,REVIEW
flow:mon3Redemption,TAJX,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon1Sales,TELX,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon1Redemption,TELX,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon2Sales,TELX,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon2Redemption,TELX,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon3Sales,TELX,TB@20260624,250000.00,AP_orders,0.00,250000.00,REVIEW
flow:mon3Redemption,TELX,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon1Sales,TESC,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon1Redemption,TESC,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon2Sales,TESC,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon2Redemption,TESC,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon3Sales,TESC,TB@20260624,250000.00,AP_orders,0.00,250000.00,REVIEW
flow:mon3Redemption,TESC,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon1Sales,TPLX,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon1Redemption,TPLX,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon2Sales,TPLX,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon2Redemption,TPLX,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon3Sales,TPLX,TB@20260624,250000.00,AP_orders,250000.00,0.00,
flow:mon3Redemption,TPLX,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon1Sales,TWSC,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon1Redemption,TWSC,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon2Sales,TWSC,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon2Redemption,TWSC,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon3Sales,TWSC,TB@20260624,250000.00,AP_orders,0.00,250000.00,REVIEW
flow:mon3Redemption,TWSC,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon1Sales,UCTX,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon1Redemption,UCTX,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon2Sales,UCTX,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon2Redemption,UCTX,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon3Sales,UCTX,TB@20260624,250000.00,AP_orders,0.00,250000.00,REVIEW
flow:mon3Redemption,UCTX,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon1Sales,UMCX,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon1Redemption,UMCX,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon2Sales,UMCX,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon2Redemption,UMCX,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon3Sales,UMCX,TB@20260624,250000.00,AP_orders,250000.00,0.00,
flow:mon3Redemption,UMCX,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon1Sales,USX,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon1Redemption,USX,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon2Sales,USX,TB@20260624,250000.00,AP_orders,0.00,250000.00,REVIEW
flow:mon2Redemption,USX,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon3Sales,USX,TB@20260624,235845.00,AP_orders,485845.00,-250000.00,REVIEW
flow:mon3Redemption,USX,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon1Sales,VBX,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon1Redemption,VBX,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon2Sales,VBX,TB@20260624,250000.00,AP_orders,0.00,250000.00,REVIEW
flow:mon2Redemption,VBX,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon3Sales,VBX,TB@20260624,624852.00,AP_orders,874852.00,-250000.00,REVIEW
flow:mon3Redemption,VBX,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon1Sales,VOOX,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon1Redemption,VOOX,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon2Sales,VOOX,TB@20260624,250000.00,AP_orders,0.00,250000.00,REVIEW
flow:mon2Redemption,VOOX,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon3Sales,VOOX,TB@20260624,469642.00,AP_orders,719642.00,-250000.00,REVIEW
flow:mon3Redemption,VOOX,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon1Sales,WATS,TB@20260624,125000.00,AP_orders,0.00,125000.00,REVIEW
flow:mon1Redemption,WATS,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon2Sales,WATS,TB@20260624,1201920.00,AP_orders,1326920.00,-125000.00,REVIEW
flow:mon2Redemption,WATS,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon3Sales,WATS,TB@20260624,967200.00,AP_orders,967200.00,0.00,
flow:mon3Redemption,WATS,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon1Sales,WEBX,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon1Redemption,WEBX,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon2Sales,WEBX,TB@20260624,250000.00,AP_orders,0.00,250000.00,REVIEW
flow:mon2Redemption,WEBX,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon3Sales,WEBX,TB@20260624,317329.50,AP_orders,567329.50,-250000.00,REVIEW
flow:mon3Redemption,WEBX,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon1Sales,WNDR,TB@20260624,125000.00,AP_orders,0.00,125000.00,REVIEW
flow:mon1Redemption,WNDR,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon2Sales,WNDR,TB@20260624,1298514.00,AP_orders,1423514.00,-125000.00,REVIEW
flow:mon2Redemption,WNDR,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon3Sales,WNDR,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon3Redemption,WNDR,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon1Sales,WR,TB@20260624,125000.00,AP_orders,0.00,125000.00,REVIEW
flow:mon1Redemption,WR,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon2Sales,WR,TB@20260624,3258425.00,AP_orders,3383425.00,-125000.00,
flow:mon2Redemption,WR,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon3Sales,WR,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon3Redemption,WR,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon1Sales,WX,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon1Redemption,WX,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon2Sales,WX,TB@20260624,250000.00,AP_orders,0.00,250000.00,REVIEW
flow:mon2Redemption,WX,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon3Sales,WX,TB@20260624,351372.00,AP_orders,601372.00,-250000.00,REVIEW
flow:mon3Redemption,WX,TB@20260624,0.00,AP_orders,234321.00,-234321.00,REVIEW
flow:mon1Sales,XA,TB@20260624,125000.00,AP_orders,0.00,125000.00,REVIEW
flow:mon1Redemption,XA,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon2Sales,XA,TB@20260624,2127314.00,AP_orders,2252314.00,-125000.00,REVIEW
flow:mon2Redemption,XA,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon3Sales,XA,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon3Redemption,XA,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon1Sales,XAG,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon1Redemption,XAG,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon2Sales,XAG,TB@20260624,250000.00,AP_orders,0.00,250000.00,REVIEW
flow:mon2Redemption,XAG,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon3Sales,XAG,TB@20260624,25.00,AP_orders,0.00,25.00,REVIEW
flow:mon3Redemption,XAG,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon1Sales,XAGI,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon1Redemption,XAGI,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon2Sales,XAGI,TB@20260624,250000.00,AP_orders,0.00,250000.00,REVIEW
flow:mon2Redemption,XAGI,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon3Sales,XAGI,TB@20260624,419752.00,AP_orders,669752.00,-250000.00,REVIEW
flow:mon3Redemption,XAGI,TB@20260624,0.00,AP_orders,206822.00,-206822.00,REVIEW
flow:mon1Sales,XBIX,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon1Redemption,XBIX,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon2Sales,XBIX,TB@20260624,250000.00,AP_orders,0.00,250000.00,REVIEW
flow:mon2Redemption,XBIX,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon3Sales,XBIX,TB@20260624,394119.00,AP_orders,644119.00,-250000.00,REVIEW
flow:mon3Redemption,XBIX,TB@20260624,0.00,AP_orders,327291.00,-327291.00,REVIEW
flow:mon1Sales,XCOM,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon1Redemption,XCOM,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon2Sales,XCOM,TB@20260624,250000.00,AP_orders,0.00,250000.00,REVIEW
flow:mon2Redemption,XCOM,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon3Sales,XCOM,TB@20260624,478422.00,AP_orders,728422.00,-250000.00,REVIEW
flow:mon3Redemption,XCOM,TB@20260624,0.00,AP_orders,200304.00,-200304.00,REVIEW
flow:mon1Sales,XCOP,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon1Redemption,XCOP,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon2Sales,XCOP,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon2Redemption,XCOP,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon3Sales,XCOP,TB@20260624,250000.00,AP_orders,0.00,250000.00,REVIEW
flow:mon3Redemption,XCOP,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon1Sales,XEUR,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon1Redemption,XEUR,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon2Sales,XEUR,TB@20260624,250000.00,AP_orders,0.00,250000.00,REVIEW
flow:mon2Redemption,XEUR,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon3Sales,XEUR,TB@20260624,251574.00,AP_orders,501574.00,-250000.00,REVIEW
flow:mon3Redemption,XEUR,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon1Sales,XG,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon1Redemption,XG,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon2Sales,XG,TB@20260624,250000.00,AP_orders,0.00,250000.00,REVIEW
flow:mon2Redemption,XG,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon3Sales,XG,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon3Redemption,XG,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon1Sales,XGAS,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon1Redemption,XGAS,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon2Sales,XGAS,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon2Redemption,XGAS,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon3Sales,XGAS,TB@20260624,250000.00,AP_orders,0.00,250000.00,REVIEW
flow:mon3Redemption,XGAS,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon1Sales,XHOA,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon1Redemption,XHOA,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon2Sales,XHOA,TB@20260624,250000.00,AP_orders,0.00,250000.00,REVIEW
flow:mon2Redemption,XHOA,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon3Sales,XHOA,TB@20260624,0.00,AP_orders,250000.00,-250000.00,REVIEW
flow:mon3Redemption,XHOA,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon1Sales,XIWC,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon1Redemption,XIWC,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon2Sales,XIWC,TB@20260624,250000.00,AP_orders,0.00,250000.00,REVIEW
flow:mon2Redemption,XIWC,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon3Sales,XIWC,TB@20260624,458478.00,AP_orders,708478.00,-250000.00,REVIEW
flow:mon3Redemption,XIWC,TB@20260624,0.00,AP_orders,374892.00,-374892.00,REVIEW
flow:mon1Sales,XKRE,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon1Redemption,XKRE,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon2Sales,XKRE,TB@20260624,250000.00,AP_orders,0.00,250000.00,REVIEW
flow:mon2Redemption,XKRE,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon3Sales,XKRE,TB@20260624,382485.00,AP_orders,632485.00,-250000.00,REVIEW
flow:mon3Redemption,XKRE,TB@20260624,0.00,AP_orders,277003.00,-277003.00,REVIEW
flow:mon1Sales,XLBX,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon1Redemption,XLBX,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon2Sales,XLBX,TB@20260624,250000.00,AP_orders,0.00,250000.00,REVIEW
flow:mon2Redemption,XLBX,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon3Sales,XLBX,TB@20260624,604837.50,AP_orders,854837.50,-250000.00,REVIEW
flow:mon3Redemption,XLBX,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon1Sales,XLEX,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon1Redemption,XLEX,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon2Sales,XLEX,TB@20260624,250000.00,AP_orders,0.00,250000.00,REVIEW
flow:mon2Redemption,XLEX,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon3Sales,XLEX,TB@20260624,366372.00,AP_orders,616372.00,-250000.00,REVIEW
flow:mon3Redemption,XLEX,TB@20260624,0.00,AP_orders,221533.00,-221533.00,REVIEW
flow:mon1Sales,XLFX,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon1Redemption,XLFX,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon2Sales,XLFX,TB@20260624,250000.00,AP_orders,0.00,250000.00,REVIEW
flow:mon2Redemption,XLFX,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon3Sales,XLFX,TB@20260624,381349.50,AP_orders,631349.50,-250000.00,REVIEW
flow:mon3Redemption,XLFX,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon1Sales,XLIX,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon1Redemption,XLIX,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon2Sales,XLIX,TB@20260624,250000.00,AP_orders,0.00,250000.00,REVIEW
flow:mon2Redemption,XLIX,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon3Sales,XLIX,TB@20260624,354258.00,AP_orders,604258.00,-250000.00,REVIEW
flow:mon3Redemption,XLIX,TB@20260624,0.00,AP_orders,260304.00,-260304.00,REVIEW
flow:mon1Sales,XLKX,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon1Redemption,XLKX,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon2Sales,XLKX,TB@20260624,250000.00,AP_orders,0.00,250000.00,REVIEW
flow:mon2Redemption,XLKX,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon3Sales,XLKX,TB@20260624,422518.00,AP_orders,672518.00,-250000.00,REVIEW
flow:mon3Redemption,XLKX,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon1Sales,XLPX,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon1Redemption,XLPX,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon2Sales,XLPX,TB@20260624,250000.00,AP_orders,0.00,250000.00,REVIEW
flow:mon2Redemption,XLPX,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon3Sales,XLPX,TB@20260624,405739.50,AP_orders,655739.50,-250000.00,REVIEW
flow:mon3Redemption,XLPX,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon1Sales,XLUX,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon1Redemption,XLUX,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon2Sales,XLUX,TB@20260624,250000.00,AP_orders,0.00,250000.00,REVIEW
flow:mon2Redemption,XLUX,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon3Sales,XLUX,TB@20260624,261041.00,AP_orders,511041.00,-250000.00,REVIEW
flow:mon3Redemption,XLUX,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon1Sales,XLVX,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon1Redemption,XLVX,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon2Sales,XLVX,TB@20260624,250000.00,AP_orders,0.00,250000.00,REVIEW
flow:mon2Redemption,XLVX,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon3Sales,XLVX,TB@20260624,555428.00,AP_orders,805428.00,-250000.00,REVIEW
flow:mon3Redemption,XLVX,TB@20260624,0.00,AP_orders,270494.00,-270494.00,REVIEW
flow:mon1Sales,XLYX,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon1Redemption,XLYX,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon2Sales,XLYX,TB@20260624,250000.00,AP_orders,0.00,250000.00,REVIEW
flow:mon2Redemption,XLYX,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon3Sales,XLYX,TB@20260624,0.00,AP_orders,366456.00,-366456.00,REVIEW
flow:mon3Redemption,XLYX,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon1Sales,XOIL,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon1Redemption,XOIL,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon2Sales,XOIL,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon2Redemption,XOIL,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon3Sales,XOIL,TB@20260624,250000.00,AP_orders,0.00,250000.00,REVIEW
flow:mon3Redemption,XOIL,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon1Sales,XPAV,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon1Redemption,XPAV,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon2Sales,XPAV,TB@20260624,250000.00,AP_orders,0.00,250000.00,REVIEW
flow:mon2Redemption,XPAV,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon3Sales,XPAV,TB@20260624,0.00,AP_orders,250000.00,-250000.00,REVIEW
flow:mon3Redemption,XPAV,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon1Sales,XQTM,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon1Redemption,XQTM,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon2Sales,XQTM,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon2Redemption,XQTM,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon3Sales,XQTM,TB@20260624,250025.00,AP_orders,0.00,250025.00,REVIEW
flow:mon3Redemption,XQTM,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon1Sales,XR,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon1Redemption,XR,TB@20260624,0.00,AP_orders,0.00,0.00,
