holdingId,name,lei,title,cusip,isin,ticker,balance,units,curCd,valUSD,pctVal,payoffProfile,assetCat,issuerCat,invCountry,isRestrictedSec,fairValLevel,isCashCollateral,isNonCashCollateral,isLoanByFund,issuerConditionalDesc,otherDesc,otherValue
88262P102-TRS-12/01/27-L-CANT,N/A,N/A,TEXAS PACIFIC LAND CORPORATION-SWAP-CANT-L,N/A,,88262P102-TRS-12/01/27-L-CANT,1,NC,USD,10362.50,3.98,N/A,DE,OTHER,US,N,2,N,N,N,N/A,USER DEFINED,88262P102-TRS-12/01/27-L-CANT
FGXXX,First American Government Obli,549300R5MYM6VZF1RM44,First American Government Obligations Fund,31846V336,US31846V3362,FGXXX,22771.00000000,NS,USD,22771.00,8.74,Long,STIV,RF,US,N,1,N,N,N,,,
