holdingId,name,lei,title,cusip,isin,ticker,balance,units,curCd,valUSD,pctVal,payoffProfile,assetCat,issuerCat,invCountry,isRestrictedSec,fairValLevel,isCashCollateral,isNonCashCollateral,isLoanByFund,issuerConditionalDesc,otherDesc,otherValue
922042858-TRS-07/07/27-L-CLST,N/A,N/A,VANGUARD EMERGING MARKETS STOCK INDEX FUND-SWAP-CLST-L,N/A,,922042858-TRS-07/07/27-L-CLST,1,NC,USD,-17817.91,-3.87,Long,DE,OTHER,US,N,2,N,N,N,N/A,USER DEFINED,922042858-TRS-07/07/27-L-CLST
FGXXX,First American Government Obli,549300R5MYM6VZF1RM44,First American Government Obligations Fund,31846V336,US31846V3362,FGXXX,182262.03000000,NS,USD,182262.03,39.56,Long,STIV,RF,US,N,1,N,N,N,,,
