holdingId,name,lei,title,cusip,isin,ticker,balance,units,curCd,valUSD,pctVal,payoffProfile,assetCat,issuerCat,invCountry,isRestrictedSec,fairValLevel,isCashCollateral,isNonCashCollateral,isLoanByFund,issuerConditionalDesc,otherDesc,otherValue
921909768-TRS-07/05/27-L-MREX,N/A,N/A,VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND ETF SHARES-SWAP-MREX-L,N/A,,921909768-TRS-07/05/27-L-MREX,1,NC,USD,-14271.52,-6.09,Long,DE,OTHER,US,N,2,N,N,N,N/A,USER DEFINED,921909768-TRS-07/05/27-L-MREX
FGXXX,First American Government Obli,549300R5MYM6VZF1RM44,First American Government Obligations Fund,31846V336,US31846V3362,FGXXX,49722.16000000,NS,USD,49722.16,21.20,Long,STIV,RF,US,N,1,N,N,N,,,
