holdingId,name,lei,title,cusip,isin,ticker,balance,units,curCd,valUSD,pctVal,payoffProfile,assetCat,issuerCat,invCountry,isRestrictedSec,fairValLevel,isCashCollateral,isNonCashCollateral,isLoanByFund,issuerConditionalDesc,otherDesc,otherValue
46429B598-TRS-07/05/27-L-MREX,N/A,N/A,ISHARES MSCI INDIA ETF-SWAP-MREX-L,N/A,,46429B598-TRS-07/05/27-L-MREX,1,NC,USD,54238.29,8.20,Long,DE,OTHER,US,N,2,N,N,N,N/A,USER DEFINED,46429B598-TRS-07/05/27-L-MREX
FGXXX,First American Government Obli,549300R5MYM6VZF1RM44,First American Government Obligations Fund,31846V336,US31846V3362,FGXXX,137335.96000000,NS,USD,137335.96,20.77,Long,STIV,RF,US,N,1,N,N,N,,,
