holdingId,derivCat,counterpartyName,counterpartyLei,unrealizedAppr,putOrCall,writtenOrPur,shareNo,exercisePrice,exercisePriceCurCd,expDt,delta,refInstType,refIndexName,refIndexIdentifier
EEM-C13.08-20270430,OPT,The Options Clearing Corporation,549300CII6SLYGKNHA04,-66410.38,Call,Purchased,N/A,13.08,USD,2027-04-30,N/A,indexBasket,MSCI Emerging Markets Index,MXEF
EEM-C81.1-20270430,OPT,The Options Clearing Corporation,549300CII6SLYGKNHA04,-78689.04,Call,Written,N/A,81.1,USD,2027-04-30,N/A,indexBasket,MSCI Emerging Markets Index,MXEF
EEM-P55.59-20270430,OPT,The Options Clearing Corporation,549300CII6SLYGKNHA04,-51169.53,Put,Written,N/A,55.59,USD,2027-04-30,N/A,indexBasket,MSCI Emerging Markets Index,MXEF
EEM-P65.4-20270430,OPT,The Options Clearing Corporation,549300CII6SLYGKNHA04,111607.48,Put,Purchased,N/A,65.4,USD,2027-04-30,N/A,indexBasket,MSCI Emerging Markets Index,MXEF
