holdingId,derivCat,counterpartyName,counterpartyLei,unrealizedAppr,putOrCall,writtenOrPur,shareNo,exercisePrice,exercisePriceCurCd,expDt,delta,refInstType,refIndexName,refIndexIdentifier
IWM-C57.79-20270528,OPT,The Options Clearing Corporation,549300CII6SLYGKNHA04,31399.90,Call,Purchased,N/A,57.79,USD,2027-05-28,N/A,indexBasket,Russell 2000 Index,RTY
IWM-C345.56-20270528,OPT,The Options Clearing Corporation,549300CII6SLYGKNHA04,-8045.98,Call,Written,N/A,345.56,USD,2027-05-28,N/A,indexBasket,Russell 2000 Index,RTY
IWM-P245.61-20270528,OPT,The Options Clearing Corporation,549300CII6SLYGKNHA04,5209.90,Put,Written,N/A,245.61,USD,2027-05-28,N/A,indexBasket,Russell 2000 Index,RTY
IWM-P288.95-20270528,OPT,The Options Clearing Corporation,549300CII6SLYGKNHA04,-11187.50,Put,Purchased,N/A,288.95,USD,2027-05-28,N/A,indexBasket,Russell 2000 Index,RTY
