holdingId,name,lei,title,cusip,isin,ticker,balance,units,curCd,valUSD,pctVal,payoffProfile,assetCat,issuerCat,invCountry,isRestrictedSec,fairValLevel,isCashCollateral,isNonCashCollateral,isLoanByFund,issuerConditionalDesc,otherDesc,otherValue
46090F100-TRS-07/05/27-L-MREX,N/A,N/A,INVESCO OPTIMUM YIELD DIVERSIFIED COMMODITY STRATEGY NO K-1 ETF-SWAP-MREX-L,N/A,,46090F100-TRS-07/05/27-L-MREX,1,NC,USD,-143988.55,-37.83,N/A,DE,OTHER,US,N,2,N,N,N,N/A,USER DEFINED,46090F100-TRS-07/05/27-L-MREX
FGXXX,First American Government Obli,549300R5MYM6VZF1RM44,First American Government Obligations Fund,31846V336,US31846V3362,FGXXX,126871.41000000,NS,USD,126871.41,33.33,Long,STIV,RF,US,N,1,N,N,N,,,
