holdingId,derivCat,counterpartyName,counterpartyLei,unrealizedAppr,refInstType,refIssuerName,refIssueTitle,refCusip,refIsin,refTicker,swapFlag,terminationDt,notionalAmt,swapCurCd,recFixedOrFloating,recDesc,pmntFixedOrFloating,pmntFloatingRtIndex,pmntPmntAmt,pmntCurCdLeg,pmntRateTenor,pmntRateUnit
565394103-TRS-12/01/27-L-CANT,SWP,Cantor Fitzgerald & Co.,5493004J7H4GCPG6OB62,5432.48,otherRefInst,MAPLEBEAR INC.,MAPLEBEAR INC.,565394103,US5653941030,CART,Y,2027-12-01,511528.20,USD,Other,Total return of Maplebear Inc,Floating,USD-SOFR,511528.20,USD,Month,3
