holdingId,derivCat,counterpartyName,counterpartyLei,unrealizedAppr,refInstType,refIssuerName,refIssueTitle,refCusip,refIsin,refTicker,swapFlag,terminationDt,notionalAmt,swapCurCd,recFixedOrFloating,recDesc,pmntFixedOrFloating,pmntFloatingRtIndex,pmntPmntAmt,pmntCurCdLeg,pmntRateTenor,pmntRateUnit
81369Y704-TRS-12/01/27-L-CANT,SWP,Cantor Fitzgerald & Co.,5493004J7H4GCPG6OB62,61652.81,otherRefInst,STATE STREET INDUSTRIAL SELECT SECTOR SPDR ETF,STATE STREET INDUSTRIAL SELECT SECTOR SPDR ETF,81369Y704,US81369Y7040,XLI,Y,2027-12-01,797969.88,USD,Other,Total return of State Street Industrial Select,Floating,USD-SOFR,797969.88,USD,Month,3
