holdingId,name,lei,title,cusip,isin,ticker,balance,units,curCd,valUSD,pctVal,payoffProfile,assetCat,issuerCat,invCountry,isRestrictedSec,fairValLevel,isCashCollateral,isNonCashCollateral,isLoanByFund,issuerConditionalDesc,otherDesc,otherValue
921910816-TRS-07/05/27-L-MREX,N/A,N/A,VANGUARD MEGA CAP GROWTH INDEX FUND-SWAP-MREX-L,N/A,,921910816-TRS-07/05/27-L-MREX,1,NC,USD,-41728.19,-7.84,Long,DE,OTHER,US,N,2,N,N,N,N/A,USER DEFINED,921910816-TRS-07/05/27-L-MREX
FGXXX,First American Government Obli,549300R5MYM6VZF1RM44,First American Government Obligations Fund,31846V336,US31846V3362,FGXXX,226868.36000000,NS,USD,226868.36,42.63,Long,STIV,RF,US,N,1,N,N,N,,,
