holdingId,name,lei,title,cusip,isin,ticker,balance,units,curCd,valUSD,pctVal,payoffProfile,assetCat,issuerCat,invCountry,isRestrictedSec,fairValLevel,isCashCollateral,isNonCashCollateral,isLoanByFund,issuerConditionalDesc,otherDesc,otherValue
750917106-TRS-12/01/27-L-CANT,N/A,N/A,RAMBUS INC.-SWAP-CANT-L,N/A,,750917106-TRS-12/01/27-L-CANT,1,NC,USD,-14383.25,-6.10,Long,DE,OTHER,US,N,2,N,N,N,N/A,USER DEFINED,750917106-TRS-12/01/27-L-CANT
FGXXX,First American Government Obli,549300R5MYM6VZF1RM44,First American Government Obligations Fund,31846V336,US31846V3362,FGXXX,26815.00000000,NS,USD,26815.00,11.37,Long,STIV,RF,US,N,1,N,N,N,,,
