holdingId,derivCat,counterpartyName,counterpartyLei,unrealizedAppr,refInstType,refIssuerName,refIssueTitle,refCusip,refIsin,refTicker,swapFlag,terminationDt,notionalAmt,swapCurCd,recFixedOrFloating,recDesc,pmntFixedOrFloating,pmntFloatingRtIndex,pmntPmntAmt,pmntCurCdLeg,pmntRateTenor,pmntRateUnit
750917106-TRS-12/01/27-L-CANT,SWP,Cantor Fitzgerald & Co.,5493004J7H4GCPG6OB62,-14383.25,otherRefInst,RAMBUS INC.,RAMBUS INC.,750917106,US7509171069,RMBS,Y,2027-12-01,469938.48,USD,Other,Total return of Rambus Inc,Floating,USD-SOFR,469938.48,USD,Month,3
