holdingId,name,lei,title,cusip,isin,ticker,balance,units,curCd,valUSD,pctVal,payoffProfile,assetCat,issuerCat,invCountry,isRestrictedSec,fairValLevel,isCashCollateral,isNonCashCollateral,isLoanByFund,issuerConditionalDesc,otherDesc,otherValue
61174X109-TRS-12/01/27-L-CANT,N/A,N/A,MONSTER BEVERAGE CORPORATION-SWAP-CANT-L,N/A,,61174X109-TRS-12/01/27-L-CANT,1,NC,USD,5290.37,2.07,Long,DE,OTHER,US,N,2,N,N,N,N/A,USER DEFINED,61174X109-TRS-12/01/27-L-CANT
FGXXX,First American Government Obli,549300R5MYM6VZF1RM44,First American Government Obligations Fund,31846V336,US31846V3362,FGXXX,25139.00000000,NS,USD,25139.00,9.84,Long,STIV,RF,US,N,1,N,N,N,,,
