Account,bbgid,rawTicker,name,lei,title,cusip,isin,ticker,invCountry,assetCat,issuerCat,derivCat,counterpartyName,counterpartyLei,putOrCall,writtenOrPur,exercisePrice,exercisePriceCurCd,expDt,delta,refInstType,refIndexName,refIndexIdentifier,swapFlag,terminationDt,notionalAmt,swapCurCd,unrealizedAppr,valUSD,pctVal,recFixedOrFloating,recDesc,pmntFixedOrFloating,pmntFloatingRtIndex,pmntFloatingRtSpread,pmntPmntAmt,pmntCurCdLeg,pmntRateTenor,pmntRateUnit,refIssuerName,refIssueTitle,refCusip,refIsin,refTicker,maturityDt,couponKind,annualizedRt,isDefault,areIntrstPmntsInArrs,isPaidKind
FDRX,218946101 Equity,218946101-TRS-01/19/28-L,N/A,N/A,CORGI ETF TR SWAP CS,218946101-TRS-01/19/28-L,,218946101-TRS-01/19/28-L,US,DE,OTHER,SWP,Clear Street LLC,549300KNQS43Y7TO3X67,,,,,,,otherRefInst,,,Y,2028-01-19,33603480.54,USD,1439385.96,1439385.96,8.58,Other,Total return of Corgi Founder-Led ETF,Floating,USD-SOFR,,33603480.54,USD,Month,3,Corgi Founder-Led ETF,CORGI FOUNDER-LED ETF,218946101,US2189461013,FDRS,,,,,,
FDRX,FGXXX US Equity,FGXXX,First American Government Obli,549300R5MYM6VZF1RM44,First American Government Obligations Fund,31846V336,US31846V3362,FGXXX,US,STIV,RF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
